iter	Logloss
242	0.3157472121
243	0.3155619219
244	0.3152830415
245	0.3151820585
246	0.3149698467
247	0.3146794801
248	0.3144930298
249	0.3143387802
250	0.3142492837
251	0.3141160797
252	0.3139782494
253	0.313833436
254	0.3136996519
255	0.3135615197
256	0.3134697637
257	0.3133444403
258	0.3132309999
259	0.3131086652
260	0.3128547286
261	0.3127534733
262	0.3125795909
263	0.3123034892
264	0.3121708354
265	0.3120502413
266	0.3118466881
267	0.3116277711
268	0.3114060396
269	0.3112820861
270	0.3111170139
271	0.3109756456
272	0.3108167213
273	0.3106851055
274	0.3105161146
275	0.310287833
276	0.3100391539
277	0.3099596007
278	0.3097675114
279	0.3094438324
280	0.309281125
281	0.309010245
282	0.3088606727
283	0.3085982847
284	0.3085338424
285	0.3083234621
286	0.3082018752
287	0.3079527654
288	0.3077813792
289	0.3076609063
290	0.3075686212
291	0.3074531706
292	0.3071526793
293	0.3069210859
294	0.3067243162
295	0.3065592343
296	0.3064906196
297	0.3062977782
298	0.3061989132
299	0.3060767932
300	0.3058510357
301	0.3056226553
302	0.3054484081
303	0.3052892437
304	0.3051459633
305	0.3050580776
306	0.304881704
307	0.304716878
308	0.3045542427
309	0.3044043587
310	0.3042714972
311	0.3041781227
312	0.3041011529
313	0.303947441
314	0.3037342912
315	0.303511527
316	0.3033357114
317	0.3032241921
318	0.3030396065
319	0.3029590698
320	0.3028543058
321	0.3027677212
322	0.3026683148
323	0.3025078644
324	0.3023920083
325	0.3023200419
326	0.3021890469
327	0.3020386092
328	0.3018955224
329	0.3017905374
330	0.3016629727
331	0.3015391098
332	0.3014028819
333	0.3012726659
334	0.3011311156
335	0.3010184989
336	0.3009607165
337	0.3008249931
338	0.3006895053
339	0.3005747946
340	0.3004475327
341	0.3003078634
342	0.3001332633
343	0.2999524478
344	0.2998184104
345	0.299704961
346	0.2995599282
347	0.2994126884
348	0.2992390942
349	0.2991011135
350	0.2989609261
351	0.2987445719
352	0.2985601033
353	0.2984544317
354	0.2983034026
355	0.2982388953
356	0.2980759172
357	0.297954507
358	0.2978558953
359	0.2977333941
360	0.2976971864
361	0.2974363718
362	0.2972530778
363	0.2971517282
364	0.297048571
365	0.2967880755
366	0.2966857481
367	0.2965909523
368	0.2964949411
369	0.2963609531
370	0.2962459043
371	0.2960862842
372	0.2959731308
373	0.2958723818
374	0.2957875014
375	0.295662444
376	0.2954917433
377	0.295244235
378	0.295109384
379	0.2949427816
380	0.2948162674
381	0.2946205146
382	0.294469337
383	0.294239826
384	0.2941752277
385	0.2940020715
386	0.2938282482
387	0.2936177146
388	0.2934693001
389	0.2932967871
390	0.2931649783
391	0.2930018114
392	0.2928510981
393	0.2927143179
394	0.2924776651
395	0.2923501523
396	0.2922653186
397	0.2920749765
398	0.2918943377
399	0.2916541481
400	0.2915547325
401	0.291431053
402	0.2912980312
403	0.2911502017
404	0.2909459005
405	0.2908039158
406	0.2907252241
407	0.290533314
408	0.2903953143
409	0.2902136604
410	0.290157309
411	0.2900359373
412	0.2899353515
413	0.2897664543
414	0.2895772723
415	0.2894777758
416	0.2893080626
417	0.2891332361
418	0.2890087398
419	0.2888728625
420	0.28875218
421	0.2885569533
422	0.2884161535
423	0.2882888769
424	0.288188288
425	0.2879781556
426	0.2878208771
427	0.2876790883
428	0.2874429786
429	0.2872643857
430	0.2871012425
431	0.2869483349
432	0.2868413575
433	0.286648386
434	0.2865269191
435	0.2863553367
436	0.286158879
437	0.2860131527
438	0.2858719046
439	0.285731741
440	0.2855303233
441	0.2853791582
442	0.2852743395
443	0.2850863192
444	0.2849265641
445	0.2847378783
446	0.2845863437
447	0.2844529906
448	0.2843591781
449	0.2842117122
450	0.2840193385
451	0.2839027021
452	0.2837827326
453	0.2836310976
454	0.2835143991
455	0.2833515687
456	0.2831813027
457	0.2830172344
458	0.2829145533
459	0.2828044448
460	0.2827020309
461	0.2825899478
462	0.2823764229
463	0.2821975982
464	0.2820052406
465	0.2818841234
466	0.2817908391
467	0.2815840623
468	0.2814527134
469	0.2813272089
470	0.28115033
471	0.2809772765
472	0.2808045201
473	0.2805495856
474	0.280469852
475	0.2803286511
476	0.2801844775
477	0.2800695121
478	0.2799309012
479	0.2797384841
480	0.2795911426
481	0.2795005151
482	0.2793379105
483	0.2792296678
484	0.2790291393
485	0.2789394493
486	0.27876045
487	0.2786300315
488	0.2784662661
489	0.2783209631
490	0.2782151156
491	0.278088395
492	0.2779161059
493	0.2777854778
494	0.2776985711
495	0.2775600351
496	0.2773725813
497	0.2772236944
498	0.2770766342
499	0.2768855578
500	0.2767582732
501	0.2765525083
502	0.276447168
503	0.2762617392
504	0.2761768236
505	0.2760175835
506	0.2759139878
507	0.2756537247
508	0.2754698919
509	0.2753460476
510	0.2751921305
511	0.2750666467
512	0.274960915
513	0.2748258475
514	0.2746876087
515	0.274565216
516	0.2744232296
517	0.2743015982
518	0.2742046989
519	0.2741056437
520	0.273990338
521	0.2738655992
522	0.2737169356
523	0.2735175807
524	0.2733722418
525	0.2732275419
526	0.2730875537
527	0.2729393986
528	0.2728140483
529	0.2726794545
530	0.272584707
531	0.2724721966
532	0.2723137443
533	0.2721686114
534	0.272026541
535	0.2719511091
536	0.271860421
537	0.2717667925
538	0.2715683511
539	0.2714756528
540	0.2712636684
541	0.2711299185
542	0.2709842778
543	0.2708189193
544	0.270742832
545	0.2706575744
546	0.2705681104
547	0.2704275514
548	0.2703136904
549	0.2701440239
550	0.2700490443
551	0.2698878623
552	0.2697649456
553	0.2697069101
554	0.2695702016
555	0.2695036229
556	0.2694236102
557	0.2692140373
558	0.2690858864
559	0.2690015064
560	0.2688659853
561	0.268740173
562	0.2686179701
563	0.2685202839
564	0.2684343491
565	0.2682533212
566	0.2681833284
567	0.2679998174
568	0.2678242815
569	0.2677064954
570	0.2675796859
571	0.2674406139
572	0.2672657473
573	0.2671439559
574	0.2670444126
575	0.2669087375
576	0.2668396246
577	0.2666822015
578	0.2665970546
579	0.2664769128
580	0.2663211713
581	0.2661728627
582	0.2660306645
583	0.2659194073
584	0.2657865925
585	0.2657020276
586	0.265571784
587	0.2654323712
588	0.2652965569
589	0.2651822839
590	0.2650119573
591	0.2648988147
592	0.2647956204
593	0.2646475571
594	0.2644855074
595	0.264419552
596	0.2642551556
597	0.2640939101
598	0.2639987089
599	0.2638665477
600	0.2637025468
601	0.2635492215
602	0.2634271803
603	0.2633611733
604	0.2631991741
605	0.2630712043
606	0.2629996816
607	0.2628429282
608	0.2627250698
609	0.2626687256
610	0.2626068044
611	0.2624643014
612	0.2623154748
613	0.2621947073
614	0.2621094467
615	0.2620236692
616	0.2619197003
617	0.2618008458
618	0.2616364523
619	0.2614833268
620	0.2613500384
621	0.2612872006
622	0.2611529501
623	0.2609990072
624	0.2608780015
625	0.2607597719
626	0.2606314699
627	0.2604966031
628	0.260332681
629	0.2602377968
630	0.260169963
631	0.2600433476
632	0.2599047465
633	0.2597454087
634	0.2596476186
635	0.2595041544
636	0.2593670899
637	0.2592496668
638	0.2591888602
639	0.2590616241
640	0.2588899589
641	0.2587996699
642	0.2586734366
643	0.2585046916
644	0.2584164784
645	0.2582867118
646	0.2581693854
647	0.2580479426
648	0.2578999755
649	0.2578093506
650	0.2577298318
651	0.2576582105
652	0.2575744331
653	0.2574656241
654	0.2573538562
655	0.2572555724
656	0.2571482691
657	0.2570631822
658	0.2570090499
659	0.2568682545
660	0.2567898912
661	0.2567224285
662	0.2565730309
663	0.2564452009
664	0.2563619745
665	0.2562681294
666	0.2561415238
667	0.2560556251
668	0.2559792233
669	0.255907101
670	0.255765126
671	0.2556550958
672	0.2555066886
673	0.2554253743
674	0.2553413055
675	0.2552186537
676	0.255090347
677	0.2550011416
678	0.254796421
679	0.2546518385
680	0.2545696918
681	0.2544549483
682	0.2543459839
683	0.2543088923
684	0.2541708763
685	0.2540522023
686	0.2539298189
687	0.2538264635
688	0.2537443415
689	0.2536414373
690	0.2536052573
691	0.25349163
692	0.2534478425
693	0.2533260974
694	0.2532480724
695	0.2531344802
696	0.2530340709
697	0.2528953675
698	0.2527968491
699	0.2527247631
700	0.252588952
701	0.2524809734
702	0.2523633096
703	0.2522166632
704	0.2520918248
705	0.2520142984
706	0.2519481308
707	0.251847928
708	0.2517545187
709	0.2516221553
710	0.251505281
711	0.2514242592
712	0.2513018591
713	0.2511501845
714	0.2510364008
715	0.2509459958
716	0.2508785278
717	0.2507767184
718	0.2507322931
719	0.2506032131
720	0.2504731673
721	0.2503914488
722	0.2503047453
723	0.2502315453
724	0.2500690045
725	0.2500208562
726	0.2499270694
727	0.2497918847
728	0.249707603
729	0.2495858606
730	0.2494893394
731	0.249398045
732	0.249266002
733	0.2491702864
734	0.2490398713
735	0.2488773773
736	0.2487656335
737	0.2486302118
738	0.2485286821
739	0.2484864937
740	0.2483877779
741	0.2482852103
742	0.2481623128
743	0.2480928075
744	0.2480230676
745	0.2479210726
746	0.2477957483
747	0.247727562
748	0.247634366
749	0.2474787995
750	0.2474302903
751	0.2473165434
752	0.2472187173
753	0.2471080356
754	0.2470615815
755	0.2469087116
756	0.2467570081
757	0.2466671526
758	0.2465454921
759	0.2464299072
760	0.2462638926
761	0.2461790558
762	0.2460763518
763	0.2459689246
764	0.2458309371
765	0.2456949989
766	0.2456086477
767	0.2454571313
768	0.2454049364
769	0.2452996441
770	0.2451500086
771	0.2450850121
772	0.2449714562
773	0.2448658775
774	0.2447650543
775	0.2446876014
776	0.2446250904
777	0.2445161477
778	0.2444318694
779	0.2443091923
780	0.2441846824
781	0.244130943
782	0.2440229387
783	0.243926239
784	0.2438375616
785	0.2437063123
786	0.2435812434
787	0.2435180738
788	0.2434080353
789	0.2432618047
790	0.2431437578
791	0.2430478433
792	0.2429819798
793	0.2428902903
794	0.2427854291
795	0.2426407762
796	0.2425665446
797	0.2424284555
798	0.2423813167
799	0.2423426492
800	0.2421611649
801	0.242047831
802	0.2419412774
803	0.2418415785
804	0.2417722725
805	0.2417029504
806	0.2415895676
807	0.2414540349
808	0.2413926382
809	0.2412737165
810	0.241183239
811	0.2410323691
812	0.2409741264
813	0.2408911154
814	0.2407900991
815	0.2407206734
816	0.2405828534
817	0.2404661564
818	0.2403687441
819	0.2403010299
820	0.2402135039
821	0.2401535469
822	0.2400520425
823	0.2399673326
824	0.2398557931
825	0.239781436
826	0.2397074559
827	0.2396041524
828	0.2394237883
829	0.239318097
830	0.239234024
831	0.2390958759
832	0.2390045996
833	0.2388947169
834	0.2388285249
835	0.2387003344
836	0.2385893699
837	0.2384743028
838	0.2383960619
839	0.2383356346
840	0.2382947545
841	0.2381845731
842	0.2381015983
843	0.2380316793
844	0.2379291047
845	0.2378627065
846	0.2377670235
847	0.2376628341
848	0.2375939258
849	0.2375161919
850	0.2374412215
851	0.2373781206
852	0.2372790101
853	0.2372009494
854	0.2371075056
855	0.2370358281
856	0.2369399328
857	0.2367979903
858	0.2367080986
859	0.2366135742
860	0.2365103215
861	0.2364611366
862	0.2363534947
863	0.2362680658
864	0.236168967
865	0.2361040174
866	0.2360288555
867	0.2359391981
868	0.2358774596
869	0.2357155062
870	0.2356179667
871	0.2355157638
872	0.2354026058
873	0.2352776287
874	0.235207765
875	0.2351554527
876	0.2350707015
877	0.2349601997
878	0.2348799937
879	0.2348093964
880	0.2347381109
881	0.2346553504
882	0.23463028
883	0.2345086379
884	0.2344383816
885	0.2343084916
886	0.2342201951
887	0.2340975398
888	0.2340378515
889	0.2339743688
890	0.233862059
891	0.2337520479
892	0.2336523102
893	0.2335461506
894	0.2334616901
895	0.2333939932
896	0.2332203965
897	0.2331756748
898	0.2330781342
899	0.2330124346
900	0.232939301
901	0.2328655325
902	0.2327834291
903	0.2326786898
904	0.2325274287
905	0.2324196885
906	0.2322888072
907	0.2322231327
908	0.232165952
909	0.2320718324
910	0.2319783852
911	0.2318729298
912	0.2317759385
913	0.2316952642
914	0.2315878748
915	0.2315199004
916	0.2314594252
917	0.2313284256
918	0.231216186
919	0.2311120771
920	0.2310440658
921	0.230919034
922	0.230828895
923	0.2307459651
924	0.2307028803
925	0.2306255503
926	0.2305211191
927	0.2304484619
928	0.2303778577
929	0.2303007341
930	0.2301760425
931	0.230078783
932	0.2299775754
933	0.2299161662
934	0.2298019525
935	0.2297124697
936	0.22959978
937	0.2294882271
938	0.2293824924
939	0.229262883
940	0.2291626156
941	0.2290664845
942	0.2290128665
943	0.2289226443
944	0.2288141467
945	0.2286870897
946	0.2285716841
947	0.2284348495
948	0.2283276264
949	0.2282650551
950	0.2282225347
951	0.2281397986
952	0.2280714515
953	0.2279552174
954	0.2279023637
955	0.2278104441
956	0.2277623942
957	0.2276721975
958	0.2276133127
959	0.2275243281
960	0.2274696565
961	0.2273967479
962	0.2272225908
963	0.2271573949
964	0.2270597916
965	0.2270041567
966	0.2268627186
967	0.2267360224
968	0.2266208614
969	0.2265688407
970	0.2264903069
971	0.2264077535
972	0.2263718412
973	0.2263030831
974	0.226229235
975	0.2261241204
976	0.2260183941
977	0.2259624551
978	0.2258836846
979	0.2258049643
980	0.2257231845
981	0.2256703469
982	0.2256134373
983	0.2255107721
984	0.2254411533
985	0.225302284
986	0.2252125694
987	0.2251568117
988	0.2250602092
989	0.2250355645
990	0.2249709495
991	0.2249103804
992	0.224854524
993	0.224793158
994	0.2247339405
995	0.2246804866
996	0.2245725396
997	0.2244656613
998	0.2244027182
999	0.2243205973
